"","x"
"adabag_ci.2.5%",0.587412587412587
"adabag_ci.97.5%",0.634774316592498
"svm_ci.2.5%",0.639534329307057
"svm_ci.97.5%",0.669739351557533
"rf_ci.2.5%",0.89319771137953
"rf_ci.97.5%",0.907509535918627
