"","scores_adabag","scores_svm","scores_rf"
"1",0.181818181818182,0.181818181818182,1
"2",0.772727272727273,0.772727272727273,0.772727272727273
"3",0.818181818181818,0.818181818181818,0.818181818181818
"4",0.454545454545455,0.636363636363636,0.636363636363636
"5",0.818181818181818,0.818181818181818,0.409090909090909
"6",1,1,1
"7",0.181818181818182,0.181818181818182,0.818181818181818
"8",0.181818181818182,0.181818181818182,0.181818181818182
"9",0.590909090909091,0.590909090909091,0.590909090909091
"10",0.727272727272727,0.727272727272727,0.727272727272727
"11",0.727272727272727,0.727272727272727,0.727272727272727
"12",1,1,0.181818181818182
"13",0.818181818181818,0.818181818181818,0.227272727272727
"14",0.454545454545455,0.454545454545455,0.636363636363636
"15",0.818181818181818,0.818181818181818,0.818181818181818
"16",0.181818181818182,0.181818181818182,0.818181818181818
"17",0.590909090909091,0.590909090909091,0.590909090909091
"18",0.454545454545455,0.590909090909091,0.590909090909091
"19",0.818181818181818,0.818181818181818,0.227272727272727
"20",0.454545454545455,0.727272727272727,0.454545454545455
"21",0.545454545454545,0.545454545454545,0.545454545454545
"22",0.818181818181818,0.818181818181818,0.818181818181818
"23",1,1,1
"24",0.545454545454545,0.545454545454545,0.545454545454545
"25",0.818181818181818,0.818181818181818,0.818181818181818
"26",0.818181818181818,0.818181818181818,0.818181818181818
"27",0.0454545454545454,1,1
"28",0.954545454545455,0.954545454545455,0.954545454545455
