"","x"
"adabag_ci.2.5%",0.640821094793057
"adabag_ci.97.5%",0.662216288384513
"svm_ci.2.5%",0.802403204272363
"svm_ci.97.5%",0.825100133511348
"rf_ci.2.5%",0.862483311081442
"rf_ci.97.5%",0.889185580774366
