"","x"
"adabag_ci.2.5%",0.976149914821124
"adabag_ci.97.5%",0.979982964224872
"svm_ci.2.5%",0.979557069846678
"svm_ci.97.5%",0.982964224872232
"rf_ci.2.5%",0.98381601362862
"rf_ci.97.5%",0.987649063032368
