"","x"
"adabag_ci.2.5%",0.662216288384513
"adabag_ci.97.5%",0.686248331108144
"svm_ci.2.5%",0.775700934579439
"svm_ci.97.5%",0.797062750333778
"rf_ci.2.5%",0.867823765020027
"rf_ci.97.5%",0.895861148197597
