"","x"
"adabag_ci.2.5%",0.660732147818839
"adabag_ci.97.5%",0.681300361211448
"svm_ci.2.5%",0.791053070297305
"svm_ci.97.5%",0.797165879410948
"rf_ci.2.5%",0.888302306196166
"rf_ci.97.5%",0.898312031119756
