"","scores_adabag","scores_svm","scores_rf"
"1",0.994642857142857,0.994642857142857,0.994642857142857
"2",0.976785714285714,0.976785714285714,0.976785714285714
"3",0.973214285714286,0.973214285714286,0.973214285714286
"4",0.989285714285714,0.989285714285714,0.989285714285714
"5",0.677380952380952,0.970238095238095,0.970238095238095
"6",0.995238095238095,0.95297619047619,0.995238095238095
"7",0.967857142857143,0.967857142857143,0.967857142857143
"8",0.563690476190476,0.952380952380952,0.563690476190476
"9",0.976785714285714,0.976785714285714,0.976785714285714
"10",0.913095238095238,0.913095238095238,0.913095238095238
"11",0.0595238095238095,0.0595238095238095,0.491666666666667
"12",0.973214285714286,0.973214285714286,0.973214285714286
"13",0.442857142857143,0.924404761904762,0.924404761904762
"14",0.977380952380952,0.977380952380952,0.977380952380952
"15",0.00476190476190476,0.0595238095238095,0.0595238095238095
"16",0.993452380952381,0.993452380952381,0.993452380952381
"17",0.978571428571429,0.978571428571429,0.978571428571429
"18",0.971428571428571,0.971428571428571,0.971428571428571
"19",0.933928571428571,0.933928571428571,0.933928571428571
"20",0.49702380952381,0.49702380952381,0.9375
"21",0.841666666666667,0.841666666666667,0.841666666666667
"22",0.976785714285714,0.976785714285714,0.976785714285714
"23",0.971428571428571,0.705357142857143,0.971428571428571
"24",0.104166666666667,0.0101190476190476,0.104166666666667
"25",0.5625,0.0797619047619048,0.5625
"26",0.973214285714286,0.973214285714286,0.973214285714286
"27",0.989880952380952,0.989880952380952,0.989880952380952
"28",0.950595238095238,0.950595238095238,0.950595238095238
"29",0.53452380952381,0.0702380952380952,0.53452380952381
"30",0.506547619047619,0.506547619047619,0.939880952380952
"31",0.305952380952381,0.841666666666667,0.841666666666667
"32",0.826785714285714,0.826785714285714,0.826785714285714
"33",0.361904761904762,0.361904761904762,0.883333333333333
"34",0.95297619047619,0.95297619047619,0.95297619047619
"35",0.989880952380952,0.989880952380952,0.989880952380952
"36",0.995238095238095,0.995238095238095,0.995238095238095
"37",0.957142857142857,0.957142857142857,0.957142857142857
"38",0.989285714285714,0.989285714285714,0.989285714285714
"39",0.863095238095238,0.989285714285714,0.989285714285714
"40",0.885119047619048,0.366666666666667,0.366666666666667
"41",0.0625,0.50297619047619,0.50297619047619
"42",0.997619047619048,0.997619047619048,0.997619047619048
"43",0.939285714285714,0.506547619047619,0.506547619047619
"44",0.749404761904762,0.977380952380952,0.977380952380952
"45",0.399404761904762,0.399404761904762,0.399404761904762
"46",0.97797619047619,0.97797619047619,0.97797619047619
"47",0.967261904761905,0.967261904761905,0.967261904761905
"48",0.976785714285714,0.976785714285714,0.976785714285714
"49",0.830357142857143,0.98452380952381,0.98452380952381
"50",0.998214285714286,0.998214285714286,0.998214285714286
"51",0.916071428571429,0.916071428571429,0.916071428571429
"52",0.795833333333333,0.795833333333333,0.795833333333333
"53",0.943452380952381,0.520238095238095,0.943452380952381
"54",0.933928571428571,0.933928571428571,0.933928571428571
"55",0.164285714285714,0.697619047619048,0.697619047619048
"56",0.139285714285714,0.668452380952381,0.668452380952381
"57",0.573809523809524,0.573809523809524,0.573809523809524
"58",0.817261904761905,0.98452380952381,0.98452380952381
"59",0.768452380952381,0.768452380952381,0.768452380952381
"60",0.240476190476191,0.0220238095238095,0.0220238095238095
"61",0.958333333333333,0.585714285714286,0.958333333333333
"62",0.998214285714286,0.998214285714286,0.998214285714286
"63",0.970238095238095,0.694047619047619,0.970238095238095
"64",0.7125,0.7125,0.7125
"65",0.658928571428571,0.968452380952381,0.968452380952381
"66",0.835119047619048,0.835119047619048,0.985119047619048
"67",0.842261904761905,0.311904761904762,0.842261904761905
"68",0.558333333333333,0.951785714285714,0.951785714285714
"69",0.933333333333333,0.47797619047619,0.47797619047619
"70",0.113690476190476,0.630357142857143,0.630357142857143
"71",0.557738095238095,0.951785714285714,0.951785714285714
"72",0.669047619047619,0.139285714285714,0.669047619047619
"73",0.766071428571429,0.766071428571429,0.766071428571429
"74",0.789285714285714,0.789285714285714,0.789285714285714
"75",0.974404761904762,0.974404761904762,0.974404761904762
"76",0.360119047619048,0.360119047619048,0.880952380952381
"77",0.877380952380952,0.877380952380952,0.989880952380952
"78",0.172619047619048,0.0154761904761905,0.0154761904761905
"79",0.871428571428571,0.871428571428571,0.871428571428571
"80",0.998214285714286,0.998214285714286,0.998214285714286
"81",0.97797619047619,0.97797619047619,0.97797619047619
"82",0.970238095238095,0.970238095238095,0.970238095238095
"83",0.73452380952381,0.73452380952381,0.73452380952381
"84",0.8375,0.8375,0.8375
"85",0.978571428571429,0.978571428571429,0.978571428571429
"86",0.963690476190476,0.963690476190476,0.963690476190476
"87",0.998214285714286,0.998214285714286,0.998214285714286
"88",0.764285714285714,0.764285714285714,0.764285714285714
"89",0.307142857142857,0.842261904761905,0.842261904761905
"90",0.276190476190476,0.813690476190476,0.813690476190476
"91",0.901190476190476,0.394642857142857,0.901190476190476
"92",0.72797619047619,0.975595238095238,0.975595238095238
"93",0.920238095238095,0.436904761904762,0.920238095238095
"94",0.879166666666667,0.355357142857143,0.879166666666667
"95",0.775595238095238,0.775595238095238,0.978571428571429
"96",0.635119047619048,0.635119047619048,0.635119047619048
"97",0.994047619047619,0.994047619047619,0.994047619047619
"98",0.192261904761905,0.192261904761905,0.729761904761905
"99",0.994047619047619,0.994047619047619,0.994047619047619
"100",0.0636904761904762,0.507142857142857,0.507142857142857
"101",0.295833333333333,0.295833333333333,0.295833333333333
"102",0.995238095238095,0.995238095238095,0.995238095238095
"103",0.989880952380952,0.989880952380952,0.989880952380952
"104",0.985714285714286,0.985714285714286,0.985714285714286
"105",0.989285714285714,0.989285714285714,0.989285714285714
"106",0.810119047619048,0.273809523809524,0.810119047619048
"107",0.207738095238095,0.748214285714286,0.748214285714286
"108",0.964285714285714,0.964285714285714,0.964285714285714
"109",0.910714285714286,0.910714285714286,0.910714285714286
"110",0.299404761904762,0.833333333333333,0.833333333333333
"111",0.976785714285714,0.976785714285714,0.976785714285714
"112",0.11547619047619,0.11547619047619,0.636904761904762
"113",0.967261904761905,0.967261904761905,0.967261904761905
"114",0.842261904761905,0.842261904761905,0.842261904761905
"115",0.988690476190476,0.988690476190476,0.988690476190476
"116",0.442261904761905,0.923809523809524,0.923809523809524
"117",0.267261904761905,0.801785714285714,0.801785714285714
"118",0.832142857142857,0.832142857142857,0.832142857142857
"119",0.577380952380952,0.577380952380952,0.0869047619047619
"120",0.649404761904762,0.649404761904762,0.649404761904762
"121",0.989880952380952,0.893452380952381,0.989880952380952
