"","x"
"adabag_ci.2.5%",0.977001703577513
"adabag_ci.97.5%",0.981686541737649
"svm_ci.2.5%",0.979982964224872
"svm_ci.97.5%",0.984667802385009
"cfifty_ci.2.5%",0.983390119250426
"cfifty_ci.97.5%",0.988500851788756
