"","x"
"adabag_ci.2.5%",0.428571428571429
"adabag_ci.97.5%",0.821428571428571
"svm_ci.2.5%",0.607142857142857
"svm_ci.97.5%",0.892857142857143
"rf_ci.2.5%",0.535714285714286
"rf_ci.97.5%",0.821428571428571
